# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 2063       3.060460590557e-11       7.609655675903e-13      -2.234920181430e-12       0.000000000000e+00 
 2064       3.059484262697e-11       7.535643920128e-13      -2.212772016112e-12       0.000000000000e+00 
 2065       3.058357355003e-11       7.462714400121e-13      -2.190340171922e-12       0.000000000000e+00 
 2066       3.057080027736e-11       7.390874552903e-13      -2.167633655415e-12       0.000000000000e+00 
 2067       3.055652443020e-11       7.320131834306e-13      -2.144661510158e-12       0.000000000000e+00 
 2068       3.054074764839e-11       7.250493718987e-13      -2.121432816776e-12       0.000000000000e+00 
 2069       3.052347159045e-11       7.181967700450e-13      -2.097956692999e-12       0.000000000000e+00 
 2070       3.050469793358e-11       7.114561291062e-13      -2.074242293706e-12       0.000000000000e+00 
 2071       3.048442837369e-11       7.048282022073e-13      -2.050298810971e-12       0.000000000000e+00 
 2072       3.046266462543e-11       6.983137443634e-13      -2.026135474110e-12       0.000000000000e+00 
 2073       3.043940842223e-11       6.919135124817e-13      -2.001761549724e-12       0.000000000000e+00 
 2074       3.041466151630e-11       6.856282653630e-13      -1.977186341745e-12       0.000000000000e+00 
 2075       3.038842567868e-11       6.794587637038e-13      -1.952419191485e-12       0.000000000000e+00 
 2076       3.036070269925e-11       6.734057700985e-13      -1.927469477678e-12       0.000000000000e+00 
 2077       3.033149438679e-11       6.674700490403e-13      -1.902346616525e-12       0.000000000000e+00 
 2078       3.030080256896e-11       6.616523669241e-13      -1.877060061743e-12       0.000000000000e+00 
 2079       3.026862909237e-11       6.559534920478e-13      -1.851619304609e-12       0.000000000000e+00 
 2080       3.023497582257e-11       6.503741946141e-13      -1.826033874004e-12       0.000000000000e+00 
 2081       3.019984464413e-11       6.449152467326e-13      -1.800313336460e-12       0.000000000000e+00 
 2082       3.016323746061e-11       6.395774224216e-13      -1.774467296206e-12       0.000000000000e+00 
 2083       3.012515619461e-11       6.343614976098e-13      -1.748505395214e-12       0.000000000000e+00 
 2084       3.008560278780e-11       6.292682501383e-13      -1.722437313242e-12       0.000000000000e+00 
 2085       3.004457920097e-11       6.242984597626e-13      -1.696272767882e-12       0.000000000000e+00 
 2086       3.000208741401e-11       6.194529081540e-13      -1.670021514604e-12       0.000000000000e+00 
 2087       2.995812942596e-11       6.147323789019e-13      -1.643693346804e-12       0.000000000000e+00 
 2088       2.991270725506e-11       6.101376575153e-13      -1.617298095846e-12       0.000000000000e+00 
 2089       2.986582293874e-11       6.056695314252e-13      -1.590845631110e-12       0.000000000000e+00 
 2090       2.981747853366e-11       6.013287899858e-13      -1.564345860039e-12       0.000000000000e+00 
 2091       2.976767611576e-11       5.971162244766e-13      -1.537808728181e-12       0.000000000000e+00 
 2092       2.971641778026e-11       5.930326281044e-13      -1.511244219235e-12       0.000000000000e+00 
 2093       2.966370564169e-11       5.890787960053e-13      -1.484662355099e-12       0.000000000000e+00 
 2094       2.960954183392e-11       5.852555252458e-13      -1.458073195917e-12       0.000000000000e+00 
 2095       2.955392851021e-11       5.815636148255e-13      -1.431486840117e-12       0.000000000000e+00 
 2096       2.949686784321e-11       5.780038656787e-13      -1.404913424464e-12       0.000000000000e+00 
 2097       2.943836202497e-11       5.745770806758e-13      -1.378363124105e-12       0.000000000000e+00 
 2098       2.937841326704e-11       5.712840646259e-13      -1.351846152610e-12       0.000000000000e+00 
 2099       2.931702380042e-11       5.681256242781e-13      -1.325372762020e-12       0.000000000000e+00 
 2100       2.925419587562e-11       5.651025683236e-13      -1.298953242895e-12       0.000000000000e+00 
 2101       2.918993176269e-11       5.622157073973e-13      -1.272597924355e-12       0.000000000000e+00 
 2102       2.912423375125e-11       5.594658540801e-13      -1.246317174131e-12       0.000000000000e+00 
 2103       2.905710415049e-11       5.568538229004e-13      -1.220121398604e-12       0.000000000000e+00 
 2104       2.898854528924e-11       5.543804303360e-13      -1.194021042857e-12       0.000000000000e+00 
 2105       2.891855951596e-11       5.520464948160e-13      -1.168026590717e-12       0.000000000000e+00 
 2106       2.884714919880e-11       5.498528367228e-13      -1.142148564799e-12       0.000000000000e+00 
 2107       2.877431672559e-11       5.478002783936e-13      -1.116397526557e-12       0.000000000000e+00 
 2108       2.870006450389e-11       5.458896441226e-13      -1.090784076326e-12       0.000000000000e+00 
 2109       2.862439832465e-11       5.441213795527e-13      -1.065317918276e-12       0.000000000000e+00 
 2110       2.854733747863e-11       5.424944069586e-13      -1.040005048103e-12       0.000000000000e+00 
 2111       2.846890471025e-11       5.410072620226e-13      -1.014850545912e-12       0.000000000000e+00 
 2112       2.838912286042e-11       5.396584737139e-13      -9.898595095522e-13       0.000000000000e+00 
 2113       2.830801486673e-11       5.384465642809e-13      -9.650370546406e-13       0.000000000000e+00 
 2114       2.822560376349e-11       5.373700492425e-13      -9.403883145810e-13       0.000000000000e+00 
 2115       2.814191268189e-11       5.364274373798e-13      -9.159184405843e-13       0.000000000000e+00 
 2116       2.805696485013e-11       5.356172307275e-13      -8.916326016890e-13       0.000000000000e+00 
 2117       2.797078359349e-11       5.349379245658e-13      -8.675359847817e-13       0.000000000000e+00 
 2118       2.788339233451e-11       5.343880074117e-13      -8.436337946170e-13       0.000000000000e+00 
 2119       2.779481459304e-11       5.339659610108e-13      -8.199312538385e-13       0.000000000000e+00 
 2120       2.770507398644e-11       5.336702603288e-13      -7.964336029987e-13       0.000000000000e+00 
 2121       2.761419422959e-11       5.334993735430e-13      -7.731461005795e-13       0.000000000000e+00 
 2122       2.752219913513e-11       5.334517620341e-13      -7.500740230126e-13       0.000000000000e+00 
 2123       2.742911261348e-11       5.335258803775e-13      -7.272226646998e-13       0.000000000000e+00 
 2124       2.733495867302e-11       5.337201763353e-13      -7.045973380334e-13       0.000000000000e+00 
 2125       2.723976142015e-11       5.340330908475e-13      -6.822033734163e-13       0.000000000000e+00 
 2126       2.714354505949e-11       5.344630580239e-13      -6.600461192830e-13       0.000000000000e+00 
 2127       2.704633389391e-11       5.350085051352e-13      -6.381309421192e-13       0.000000000000e+00 
 2128       2.694815232471e-11       5.356678526054e-13      -6.164632264826e-13       0.000000000000e+00 
 2129       2.684902485171e-11       5.364395140025e-13      -5.950483750233e-13       0.000000000000e+00 
 2130       2.674897607337e-11       5.373218960307e-13      -5.738918085038e-13       0.000000000000e+00 
 2131       2.664803068693e-11       5.383133985219e-13      -5.529989658198e-13       0.000000000000e+00 
 2132       2.654621348849e-11       5.394124144269e-13      -5.323753040203e-13       0.000000000000e+00 
 2133       2.644354937316e-11       5.406173298077e-13      -5.120262983278e-13       0.000000000000e+00 
 2134       2.634006333517e-11       5.419265238281e-13      -4.919574421591e-13       0.000000000000e+00 
 2135       2.623578046798e-11       5.433383687465e-13      -4.721742471453e-13       0.000000000000e+00 
 2136       2.613072596440e-11       5.448512299063e-13      -4.526822431523e-13       0.000000000000e+00 
 2137       2.602492511673e-11       5.464634657284e-13      -4.334869783011e-13       0.000000000000e+00 
 2138       2.591840331683e-11       5.481734277023e-13      -4.145940189884e-13       0.000000000000e+00 
 2139       2.581118605629e-11       5.499794603779e-13      -3.960089499064e-13       0.000000000000e+00 
 2140       2.570329892653e-11       5.518799013568e-13      -3.777373740638e-13       0.000000000000e+00 
 2141       2.559476761889e-11       5.538730812844e-13      -3.597849128057e-13       0.000000000000e+00 
 2142       2.548561792479e-11       5.559573238410e-13      -3.421572058344e-13       0.000000000000e+00 
 2143       2.537587573584e-11       5.581309457336e-13      -3.248599112290e-13       0.000000000000e+00 
 2144       2.526556704393e-11       5.603922566876e-13      -3.078987054668e-13       0.000000000000e+00 
 2145       2.515471794136e-11       5.627395594382e-13      -2.912792834427e-13       0.000000000000e+00 
 2146       2.504335462099e-11       5.651711497220e-13      -2.750073584901e-13       0.000000000000e+00 
 2147       2.493150337631e-11       5.676853162686e-13      -2.590886624012e-13       0.000000000000e+00 
 2148       2.481919060160e-11       5.702803407925e-13      -2.435289454473e-13       0.000000000000e+00 
 2149       2.470644279202e-11       5.729544979841e-13      -2.283339763989e-13       0.000000000000e+00 
 2150       2.459328654373e-11       5.757060555019e-13      -2.135095425465e-13       0.000000000000e+00 
 2151       2.447974855402e-11       5.785332739637e-13      -1.990614497208e-13       0.000000000000e+00 
 2152       2.436585562144e-11       5.814344069382e-13      -1.849955223129e-13       0.000000000000e+00 
 2153       2.425163464587e-11       5.844077009369e-13      -1.713176032947e-13       0.000000000000e+00 
 2154       2.413711262870e-11       5.874513954052e-13      -1.580335542397e-13       0.000000000000e+00 
 2155       2.402231667290e-11       5.905637227147e-13      -1.451492553425e-13       0.000000000000e+00 
 2156       2.390727398315e-11       5.937429081539e-13      -1.326706054401e-13       0.000000000000e+00 
 2157       2.379201186600e-11       5.969871699205e-13      -1.206035220314e-13       0.000000000000e+00 
 2158       2.367655678561e-11       6.002946723367e-13      -1.089526413762e-13       0.000000000000e+00 
 2159       2.356093152409e-11       6.036633851662e-13      -9.771740910996e-14       0.000000000000e+00 
 2160       2.344515800215e-11       6.070912233260e-13      -8.689596315017e-14       0.000000000000e+00 
 2161       2.332925822179e-11       6.105760935664e-13      -7.648643119709e-14       0.000000000000e+00 
 2162       2.321325426637e-11       6.141158944612e-13      -6.648693072082e-14       0.000000000000e+00 
 2163       2.309716830069e-11       6.177085163983e-13      -5.689556894818e-14       0.000000000000e+00 
 2164       2.298102257113e-11       6.213518415698e-13      -4.771044284956e-14       0.000000000000e+00 
 2165       2.286483940568e-11       6.250437439628e-13      -3.892963912578e-14       0.000000000000e+00 
 2166       2.274864121410e-11       6.287820893491e-13      -3.055123419502e-14       0.000000000000e+00 
 2167       2.263245048795e-11       6.325647352765e-13      -2.257329417966e-14       0.000000000000e+00 
 2168       2.251628980074e-11       6.363895310583e-13      -1.499387489317e-14       0.000000000000e+00 
 2169       2.240018180799e-11       6.402543177644e-13      -7.811021826980e-15       0.000000000000e+00 
 2170       2.228414924733e-11       6.441569282112e-13      -1.022770137373e-15       0.000000000000e+00 
 2171       2.216821493860e-11       6.480951869521e-13       5.372855367652e-15       0.000000000000e+00 
 2172       2.205240178394e-11       6.520669102682e-13       1.137784024149e-14       0.000000000000e+00 
 2173       2.193673276788e-11       6.560699061581e-13       1.699418041207e-14       0.000000000000e+00 
 2174       2.182123095745e-11       6.601019743289e-13       2.222388219494e-14       0.000000000000e+00 
 2175       2.170591950225e-11       6.641609061861e-13       2.706896230644e-14       0.000000000000e+00 
 2176       2.159082163457e-11       6.682444848243e-13       3.153144787679e-14       0.000000000000e+00 
 2177       2.147596066944e-11       6.723504850174e-13       3.561337646320e-14       0.000000000000e+00 
 2178       2.136136000478e-11       6.764766732092e-13       3.931679606304e-14       0.000000000000e+00 
 2179       2.124704312147e-11       6.806208075035e-13       4.264376512690e-14       0.000000000000e+00 
 2180       2.113303358342e-11       6.847806376546e-13       4.559635257179e-14       0.000000000000e+00 
 2181       2.101935503770e-11       6.889539050579e-13       4.817663779417e-14       0.000000000000e+00 
 2182       2.090603121461e-11       6.931383427400e-13       5.038671068314e-14       0.000000000000e+00 
 2183       2.079308592779e-11       6.973316753491e-13       5.222867163355e-14       0.000000000000e+00 
 2184       2.068054307429e-11       7.015316191455e-13       5.370463155909e-14       0.000000000000e+00 
 2185       2.056842663471e-11       7.057358819922e-13       5.481671190546e-14       0.000000000000e+00 
 2186       2.045676067324e-11       7.099421633448e-13       5.556704466344e-14       0.000000000000e+00 
 2187       2.034556933777e-11       7.141481542421e-13       5.595777238205e-14       0.000000000000e+00 
 2188       2.023487686002e-11       7.183515372966e-13       5.599104818167e-14       0.000000000000e+00 
 2189       2.012470755557e-11       7.225499866850e-13       5.566903576714e-14       0.000000000000e+00 
 2190       2.001508582403e-11       7.267411681380e-13       5.499390944090e-14       0.000000000000e+00 
 2191       1.990603614906e-11       7.309227389313e-13       5.396785411609e-14       0.000000000000e+00 
 2192       1.979758309850e-11       7.350923478758e-13       5.259306532972e-14       0.000000000000e+00 
 2193       1.968975132448e-11       7.392476353079e-13       5.087174925572e-14       0.000000000000e+00 
 2194       1.958256556347e-11       7.433862330799e-13       4.880612271813e-14       0.000000000000e+00 
 2195       1.947605063642e-11       7.475057645504e-13       4.639841320418e-14       0.000000000000e+00 
 2196       1.937023144880e-11       7.516038445746e-13       4.365085887744e-14       0.000000000000e+00 
 2197       1.926513299077e-11       7.556780794952e-13       4.056570859091e-14       0.000000000000e+00 
 2198       1.916078033719e-11       7.597260671319e-13       3.714522190018e-14       0.000000000000e+00 
 2199       1.905719864778e-11       7.637453967725e-13       3.339166907650e-14       0.000000000000e+00 
 2200       1.895441316715e-11       7.677336491630e-13       2.930733111995e-14       0.000000000000e+00 
 2201       1.885244922498e-11       7.716883964980e-13       2.489449977256e-14       0.000000000000e+00 
 2202       1.875133223603e-11       7.756072024112e-13       2.015547753140e-14       0.000000000000e+00 
 2203       1.865108770028e-11       7.794876219657e-13       1.509257766171e-14       0.000000000000e+00 
 2204       1.855174120301e-11       7.833272016443e-13       9.708124210058e-15       0.000000000000e+00 
 2205       1.845331841489e-11       7.871234793400e-13       4.004452017407e-15       0.000000000000e+00 
 2206       1.835584509209e-11       7.908739843464e-13      -2.016093267721e-15       0.000000000000e+00 
 2207       1.825934350116e-11       7.945764926010e-13      -8.350571657170e-15       0.000000000000e+00 
 2208       1.816382166765e-11       7.982297942848e-13      -1.499369402279e-14       0.000000000000e+00 
 2209       1.806928405635e-11       8.018329312954e-13      -2.193956523074e-14       0.000000000000e+00 
 2210       1.797573514007e-11       8.053849424526e-13      -2.918226657605e-14       0.000000000000e+00 
 2211       1.788317939957e-11       8.088848634953e-13      -3.671585575520e-14       0.000000000000e+00 
 2212       1.779162132363e-11       8.123317270781e-13      -4.453436683859e-14       0.000000000000e+00 
 2213       1.770106540903e-11       8.157245627682e-13      -5.263181024305e-14       0.000000000000e+00 
 2214       1.761151616056e-11       8.190623970417e-13      -6.100217270433e-14       0.000000000000e+00 
 2215       1.752297809100e-11       8.223442532805e-13      -6.963941724969e-14       0.000000000000e+00 
 2216       1.743545572119e-11       8.255691517689e-13      -7.853748317028e-14       0.000000000000e+00 
 2217       1.734895357996e-11       8.287361096903e-13      -8.769028599378e-14       0.000000000000e+00 
 2218       1.726347620418e-11       8.318441411240e-13      -9.709171745682e-14       0.000000000000e+00 
 2219       1.717902813877e-11       8.348922570415e-13      -1.067356454775e-13       0.000000000000e+00 
 2220       1.709561393667e-11       8.378794653037e-13      -1.166159141280e-13       0.000000000000e+00 
 2221       1.701323815889e-11       8.408047706569e-13      -1.267263436069e-13       0.000000000000e+00 
 2222       1.693190537448e-11       8.436671747303e-13      -1.370607302118e-13       0.000000000000e+00 
 2223       1.685162016055e-11       8.464656760319e-13      -1.476128463119e-13       0.000000000000e+00 
 2224       1.677238710228e-11       8.491992699456e-13      -1.583764403204e-13       0.000000000000e+00 
 2225       1.669421079292e-11       8.518669487278e-13      -1.693452366671e-13       0.000000000000e+00 
 2226       1.661709583380e-11       8.544677015039e-13      -1.805129357706e-13       0.000000000000e+00 
 2227       1.654104683432e-11       8.570005142654e-13      -1.918732140114e-13       0.000000000000e+00 
 2228       1.646606841198e-11       8.594643698659e-13      -2.034197237039e-13       0.000000000000e+00 
 2229       1.639216519237e-11       8.618582480185e-13      -2.151460930690e-13       0.000000000000e+00 
 2230       1.631934180918e-11       8.641811252919e-13      -2.270459262067e-13       0.000000000000e+00 
 2231       1.624760290421e-11       8.664319751073e-13      -2.391128030689e-13       0.000000000000e+00 
 2232       1.617695312737e-11       8.686097677353e-13      -2.513402794312e-13       0.000000000000e+00 
 2233       1.610739713667e-11       8.707134702922e-13      -2.637218868659e-13       0.000000000000e+00 
 2234       1.603893959828e-11       8.727420467366e-13      -2.762511327147e-13       0.000000000000e+00 
 2235       1.597158518645e-11       8.746944578665e-13      -2.889215000606e-13       0.000000000000e+00 
 2236       1.590533858361e-11       8.765696613159e-13      -3.017264477008e-13       0.000000000000e+00 
 2237       1.584020448030e-11       8.783666115510e-13      -3.146594101194e-13       0.000000000000e+00 
 2238       1.577618757522e-11       8.800842598674e-13      -3.277137974592e-13       0.000000000000e+00 
 2239       1.571329257522e-11       8.817215543865e-13      -3.408829954952e-13       0.000000000000e+00 
 2240       1.565152419530e-11       8.832774400523e-13      -3.541603656061e-13       0.000000000000e+00 
 2241       1.559088715863e-11       8.847508586279e-13      -3.675392447475e-13       0.000000000000e+00 
 2242       1.553138619654e-11       8.861407486925e-13      -3.810129454242e-13       0.000000000000e+00 
 2243       1.547302604856e-11       8.874460456374e-13      -3.945747556627e-13       0.000000000000e+00 
 2244       1.541581146236e-11       8.886656816637e-13      -4.082179389837e-13       0.000000000000e+00 
 2245       1.535974719383e-11       8.897985857781e-13      -4.219357343745e-13       0.000000000000e+00 
 2246       1.530483800704e-11       8.908436837898e-13      -4.357213562617e-13       0.000000000000e+00 
 2247       1.525108867426e-11       8.917998983073e-13      -4.495679944838e-13       0.000000000000e+00 
 2248       1.519850397595e-11       8.926661487352e-13      -4.634688142633e-13       0.000000000000e+00 
 2249       1.514708870080e-11       8.934413512704e-13      -4.774169561795e-13       0.000000000000e+00 
 2250       1.509684764569e-11       8.941244188992e-13      -4.914055361411e-13       0.000000000000e+00 
 2251       1.504778561576e-11       8.947142613939e-13      -5.054276453585e-13       0.000000000000e+00 
 2252       1.499990742433e-11       8.952097853092e-13      -5.194763503162e-13       0.000000000000e+00 
 2253       1.495321789299e-11       8.956098939792e-13      -5.335446927458e-13       0.000000000000e+00 
 2254       1.490772185155e-11       8.959134875139e-13      -5.476256895980e-13       0.000000000000e+00 
 2255       1.486342413805e-11       8.961194627959e-13      -5.617123330153e-13       0.000000000000e+00 
 2256       1.482032672056e-11       8.962270124479e-13      -5.757980185473e-13       0.000000000000e+00 
 2257       1.477842004195e-11       8.962365238615e-13      -5.898778328883e-13       0.000000000000e+00 
 2258       1.473769161895e-11       8.961486859957e-13      -6.039472744414e-13       0.000000000000e+00 
 2259       1.469812891521e-11       8.959641909399e-13      -6.180018258174e-13       0.000000000000e+00 
 2260       1.465971934125e-11       8.956837339173e-13      -6.320369538169e-13       0.000000000000e+00 
 2261       1.462245025442e-11       8.953080132889e-13      -6.460481094136e-13       0.000000000000e+00 
 2262       1.458630895879e-11       8.948377305572e-13      -6.600307277361e-13       0.000000000000e+00 
 2263       1.455128270513e-11       8.942735903694e-13      -6.739802280513e-13       0.000000000000e+00 
 2264       1.451735869081e-11       8.936163005219e-13      -6.878920137463e-13       0.000000000000e+00 
 2265       1.448452405979e-11       8.928665719636e-13      -7.017614723117e-13       0.000000000000e+00 
 2266       1.445276590251e-11       8.920251187996e-13      -7.155839753234e-13       0.000000000000e+00 
 2267       1.442207125584e-11       8.910926582948e-13      -7.293548784260e-13       0.000000000000e+00 
 2268       1.439242710304e-11       8.900699108782e-13      -7.430695213148e-13       0.000000000000e+00 
 2269       1.436382037368e-11       8.889576001458e-13      -7.567232277186e-13       0.000000000000e+00 
 2270       1.433623794356e-11       8.877564528650e-13      -7.703113053827e-13       0.000000000000e+00 
 2271       1.430966663469e-11       8.864671989779e-13      -7.838290460506e-13       0.000000000000e+00 
 2272       1.428409321519e-11       8.850905716053e-13      -7.972717254475e-13       0.000000000000e+00 
 2273       1.425950439925e-11       8.836273070503e-13      -8.106346032624e-13       0.000000000000e+00 
 2274       1.423588684707e-11       8.820781448017e-13      -8.239129231309e-13       0.000000000000e+00 
 2275       1.421322716477e-11       8.804438275383e-13      -8.371019126177e-13       0.000000000000e+00 
 2276       1.419151190436e-11       8.787251011324e-13      -8.501967831993e-13       0.000000000000e+00 
 2277       1.417072756366e-11       8.769227146532e-13      -8.631927302463e-13       0.000000000000e+00 
 2278       1.415086058624e-11       8.750374203709e-13      -8.760849330067e-13       0.000000000000e+00 
 2279       1.413189736137e-11       8.730699737604e-13      -8.888685545875e-13       0.000000000000e+00 
 2280       1.411382422395e-11       8.710211335046e-13      -9.015387419383e-13       0.000000000000e+00 
 2281       1.409662745443e-11       8.688916614987e-13      -9.140906258333e-13       0.000000000000e+00 
 2282       1.408029327878e-11       8.666823228536e-13      -9.265193208538e-13       0.000000000000e+00 
 2283       1.406480786841e-11       8.643938858995e-13      -9.388199253714e-13       0.000000000000e+00 
 2284       1.405015734010e-11       8.620271221900e-13      -9.509875215302e-13       0.000000000000e+00 
 2285       1.403632775596e-11       8.595828065054e-13      -9.630171752292e-13       0.000000000000e+00 
 2286       1.402330512335e-11       8.570617168567e-13      -9.749039361053e-13       0.000000000000e+00 
 2287       1.401107539483e-11       8.544646344891e-13      -9.866428375159e-13       0.000000000000e+00 
 2288       1.399962446809e-11       8.517923438862e-13      -9.982288965212e-13       0.000000000000e+00 
 2289       1.398893818589e-11       8.490456327729e-13      -1.009657113867e-12       0.000000000000e+00 
 2290       1.397900233599e-11       8.462252921199e-13      -1.020922473967e-12       0.000000000000e+00 
 2291       1.396980265110e-11       8.433321161470e-13      -1.032019944886e-12       0.000000000000e+00 
 2292       1.396132480883e-11       8.403669023269e-13      -1.042944478323e-12       0.000000000000e+00 
 2293       1.395355443158e-11       8.373304513888e-13      -1.053691009590e-12       0.000000000000e+00 
 2294       1.394647708654e-11       8.342235673226e-13      -1.064254457601e-12       0.000000000000e+00 
 2295       1.394007828559e-11       8.310470573820e-13      -1.074629724850e-12       0.000000000000e+00 
 2296       1.393434348522e-11       8.278017320885e-13      -1.084811697394e-12       0.000000000000e+00 
 2297       1.392925808653e-11       8.244884052351e-13      -1.094795244837e-12       0.000000000000e+00 
 2298       1.392480743511e-11       8.211078938901e-13      -1.104575220312e-12       0.000000000000e+00 
 2299       1.392097682101e-11       8.176610184007e-13      -1.114146460462e-12       0.000000000000e+00 
 2300       1.391775147865e-11       8.141486023968e-13      -1.123503785428e-12       0.000000000000e+00 
 2301       1.391511658680e-11       8.105714727946e-13      -1.132641998824e-12       0.000000000000e+00 
 2302       1.391305726847e-11       8.069304598003e-13      -1.141555887725e-12       0.000000000000e+00 
 2303       1.391155859088e-11       8.032263969141e-13      -1.150240222647e-12       0.000000000000e+00 
 2304       1.391060556540e-11       7.994601209337e-13      -1.158689757533e-12       0.000000000000e+00 
 2305       1.391018308575e-11       7.956325697198e-13      -1.166900122538e-12       0.000000000000e+00 
 2306       1.391027574239e-11       7.917450761648e-13      -1.174870508640e-12       0.000000000000e+00 
 2307       1.391086800685e-11       7.877990760989e-13      -1.182601000050e-12       0.000000000000e+00 
 2308       1.391194429327e-11       7.837960107034e-13      -1.190091682953e-12       0.000000000000e+00 
 2309       1.391348895833e-11       7.797373265172e-13      -1.197342645511e-12       0.000000000000e+00 
 2310       1.391548630116e-11       7.756244754418e-13      -1.204353977870e-12       0.000000000000e+00 
 2311       1.391792056334e-11       7.714589147484e-13      -1.211125772156e-12       0.000000000000e+00 
 2312       1.392077592877e-11       7.672421070828e-13      -1.217658122485e-12       0.000000000000e+00 
 2313       1.392403652366e-11       7.629755204719e-13      -1.223951124959e-12       0.000000000000e+00 
 2314       1.392768641642e-11       7.586606283293e-13      -1.230004877673e-12       0.000000000000e+00 
 2315       1.393170961764e-11       7.542989094615e-13      -1.235819480718e-12       0.000000000000e+00 
 2316       1.393609008000e-11       7.498918480738e-13      -1.241395036180e-12       0.000000000000e+00 
 2317       1.394081169819e-11       7.454409337759e-13      -1.246731648146e-12       0.000000000000e+00 
 2318       1.394585830890e-11       7.409476615881e-13      -1.251829422706e-12       0.000000000000e+00 
 2319       1.395121369071e-11       7.364135319473e-13      -1.256688467956e-12       0.000000000000e+00 
 2320       1.395686156405e-11       7.318400507128e-13      -1.261308894001e-12       0.000000000000e+00 
 2321       1.396278559112e-11       7.272287291721e-13      -1.265690812955e-12       0.000000000000e+00 
 2322       1.396896937583e-11       7.225810840470e-13      -1.269834338947e-12       0.000000000000e+00 
 2323       1.397539646375e-11       7.178986374996e-13      -1.273739588124e-12       0.000000000000e+00 
 2324       1.398205034205e-11       7.131829171378e-13      -1.277406678650e-12       0.000000000000e+00 
 2325       1.398891443941e-11       7.084354560218e-13      -1.280835730714e-12       0.000000000000e+00 
 2326       1.399597212596e-11       7.036577926696e-13      -1.284026866527e-12       0.000000000000e+00 
 2327       1.400320671324e-11       6.988514710632e-13      -1.286980210329e-12       0.000000000000e+00 
 2328       1.401060145414e-11       6.940180406543e-13      -1.289695888392e-12       0.000000000000e+00 
 2329       1.401813954280e-11       6.891590563704e-13      -1.292174029019e-12       0.000000000000e+00 
 2330       1.402580411456e-11       6.842760786205e-13      -1.294414762549e-12       0.000000000000e+00 
 2331       1.403357824593e-11       6.793706733013e-13      -1.296418221361e-12       0.000000000000e+00 
 2332       1.404144495448e-11       6.744444118030e-13      -1.298184539875e-12       0.000000000000e+00 
 2333       1.404938719881e-11       6.694988710151e-13      -1.299713854555e-12       0.000000000000e+00 
 2334       1.405738787845e-11       6.645356333325e-13      -1.301006303913e-12       0.000000000000e+00 
 2335       1.406542983386e-11       6.595562866615e-13      -1.302062028509e-12       0.000000000000e+00 
 2336       1.407349584627e-11       6.545624244254e-13      -1.302881170957e-12       0.000000000000e+00 
 2337       1.408156863774e-11       6.495556455707e-13      -1.303463875926e-12       0.000000000000e+00 
 2338       1.408963087097e-11       6.445375545730e-13      -1.303810290142e-12       0.000000000000e+00 
 2339       1.409766514933e-11       6.395097614427e-13      -1.303920562393e-12       0.000000000000e+00 
 2340       1.410565401675e-11       6.344738817313e-13      -1.303794843530e-12       0.000000000000e+00 
 2341       1.411357995768e-11       6.294315365370e-13      -1.303433286471e-12       0.000000000000e+00 
 2342       1.412142539699e-11       6.243843525107e-13      -1.302836046201e-12       0.000000000000e+00 
 2343       1.412917269997e-11       6.193339618621e-13      -1.302003279781e-12       0.000000000000e+00 
 2344       1.413680417219e-11       6.142820023653e-13      -1.300935146341e-12       0.000000000000e+00 
 2345       1.414430205951e-11       6.092301173650e-13      -1.299631807093e-12       0.000000000000e+00 
 2346       1.415164854796e-11       6.041799557825e-13      -1.298093425327e-12       0.000000000000e+00 
 2347       1.415882576369e-11       5.991331721212e-13      -1.296320166416e-12       0.000000000000e+00 
 2348       1.416581577294e-11       5.940914264730e-13      -1.294312197819e-12       0.000000000000e+00 
 2349       1.417260058194e-11       5.890563845238e-13      -1.292069689083e-12       0.000000000000e+00 
 2350       1.417916213685e-11       5.840297175598e-13      -1.289592811846e-12       0.000000000000e+00 
 2351       1.418548232371e-11       5.790131024733e-13      -1.286881739841e-12       0.000000000000e+00 
 2352       1.419154296838e-11       5.740082217684e-13      -1.283936648896e-12       0.000000000000e+00 
 2353       1.419732583646e-11       5.690167635672e-13      -1.280757716939e-12       0.000000000000e+00 
 2354       1.420281450800e-11       5.640403095383e-13      -1.277345658997e-12       0.000000000000e+00 
 2355       1.420800001453e-11       5.590799979089e-13      -1.273703335816e-12       0.000000000000e+00 
 2356       1.421287523696e-11       5.541368583683e-13      -1.269834155252e-12       0.000000000000e+00 
 2357       1.421743303400e-11       5.492119239588e-13      -1.265741538197e-12       0.000000000000e+00 
 2358       1.422166624209e-11       5.443062310792e-13      -1.261428918590e-12       0.000000000000e+00 
 2359       1.422556767542e-11       5.394208194880e-13      -1.256899743438e-12       0.000000000000e+00 
 2360       1.422913012588e-11       5.345567323069e-13      -1.252157472823e-12       0.000000000000e+00 
 2361       1.423234636305e-11       5.297150160248e-13      -1.247205579925e-12       0.000000000000e+00 
 2362       1.423520913419e-11       5.248967205008e-13      -1.242047551026e-12       0.000000000000e+00 
 2363       1.423771116417e-11       5.201028989676e-13      -1.236686885532e-12       0.000000000000e+00 
